month,neighborhood_municipality,total_partially_vaccinated,total_fully_vaccinated,total_fully_vaccinated_w_booster
2021-02-01,Beechview (Pittsburgh),577,313,0
2021-02-01,Bluff (Pittsburgh),66,87,0
2021-02-01,Bon Air (Pittsburgh),54,41,0
2021-02-01,Castle Shannon,782,597,0
2021-02-01,Central Northside (Pittsburgh),279,198,0
2021-02-01,Chateau (Pittsburgh),2,3,0
2021-02-01,Dormont,577,458,0
2021-02-01,Dravosburg,115,87,0
2021-02-01,Edgeworth,172,124,0
2021-02-01,Elizabeth Borough,95,86,0
2021-02-01,Fawn,143,121,0
2021-02-01,Forest Hills,720,584,0
2021-02-01,Glassport,208,138,0
2021-02-01,Glen Hazel (Pittsburgh),49,20,0
2021-02-01,Hazelwood (Pittsburgh),240,121,0
2021-02-01,Highland Park (Pittsburgh),591,505,0
2021-02-01,Homewood West (Pittsburgh),77,11,0
2021-02-01,Liberty,149,136,0
2021-02-01,Lincoln Place (Pittsburgh),228,202,0
2021-02-01,Lower Lawrenceville (Pittsburgh),153,192,0
2021-02-01,McCandless,3153,2204,0
2021-02-01,Millvale,202,139,0
2021-02-01,Moon,2394,1373,0
2021-02-01,Morningside (Pittsburgh),283,237,0
2021-02-01,Mount Oliver Borough,118,85,0
2021-02-01,Mt. Oliver (Pittsburgh),22,13,0
2021-02-01,North Fayette,965,549,0
2021-02-01,North Shore (Pittsburgh),16,25,0
2021-02-01,North Versailles,744,481,0
2021-02-01,Oakmont,824,877,0
2021-02-01,Overbrook (Pittsburgh),223,229,0
2021-02-01,Perry North (Pittsburgh),261,182,0
2021-02-01,Plum,2441,1911,0
2021-02-01,Point Breeze (Pittsburgh),579,662,0
2021-02-01,Point Breeze North (Pittsburgh),181,134,0
2021-02-01,Polish Hill (Pittsburgh),88,58,0
2021-02-01,Port Vue,213,157,0
2021-02-01,Rankin,94,36,0
2021-02-01,Richland,1014,733,0
2021-02-01,Robinson,1693,988,0
2021-02-01,Sewickley Heights,114,85,0
2021-02-01,Shadyside (Pittsburgh),798,1327,0
2021-02-01,Southside Slopes (Pittsburgh),216,192,0
2021-02-01,Spring Garden (Pittsburgh),39,21,0
2021-02-01,Troy Hill (Pittsburgh),155,131,0
2021-02-01,Turtle Creek,288,174,0
2021-02-01,Undefined (Pittsburgh),7,7,0
2021-02-01,Versailles,77,46,0
2021-02-01,Wall,23,20,0
2021-02-01,West Oakland (Pittsburgh),63,164,0
2021-02-01,West View,459,325,0
2021-02-01,Westwood (Pittsburgh),273,170,0
2021-02-01,Wilkins,644,416,0
2021-03-01,Allentown (Pittsburgh),297,133,0
2021-03-01,Arlington (Pittsburgh),210,134,0
2021-03-01,Banksville (Pittsburgh),814,508,0
2021-03-01,Beltzhoover (Pittsburgh),191,136,0
2021-03-01,Ben Avon,384,254,0
2021-03-01,Ben Avon Heights,77,63,0
2021-03-01,Braddock,213,133,0
2021-03-01,Brentwood,1631,968,0
2021-03-01,Bridgeville,825,662,0
2021-03-01,Brighton Heights (Pittsburgh),1266,802,0
2021-03-01,Brookline (Pittsburgh),2440,1649,0
2021-03-01,Carnegie,1409,981,0
2021-03-01,Carrick (Pittsburgh),1388,833,0
2021-03-01,Central Lawrenceville (Pittsburgh),1132,484,0
2021-03-01,East Allegheny (Pittsburgh),396,223,0
2021-03-01,East Deer,188,115,0
2021-03-01,East Hills (Pittsburgh),296,237,0
2021-03-01,East Mckeesport,322,218,0
2021-03-01,Edgewood,755,455,0
2021-03-01,Elliott (Pittsburgh),351,174,0
2021-03-01,Etna,583,315,0
2021-03-01,Findlay,1099,783,0
2021-03-01,Forward,215,181,0
2021-03-01,Fox Chapel,1126,687,0
2021-03-01,Glenfield,30,25,0
2021-03-01,Hampton,3391,2881,0
2021-03-01,Heidelberg,255,148,0
2021-03-01,Ingram,569,385,0
2021-03-01,Kilbuck,145,134,0
2021-03-01,Manchester (Pittsburgh),353,235,0
2021-03-01,Middle Hill (Pittsburgh),255,190,0
2021-03-01,Monroeville,4618,3837,0
2021-03-01,Mount Lebanon,7520,5187,0
2021-03-01,Neville,166,139,0
2021-03-01,Oakdale,295,240,0
2021-03-01,Penn Hills,6441,4785,0
2021-03-01,Pine,2404,1515,0
2021-03-01,Regent Square (Pittsburgh),256,147,0
2021-03-01,Ross,6539,4851,0
2021-03-01,Spring Hill-City View (Pittsburgh),327,249,0
2021-03-01,Springdale Borough,577,369,0
2021-03-01,Squirrel Hill North (Pittsburgh),1680,909,0
2021-03-01,Squirrel Hill South (Pittsburgh),2868,1790,0
2021-03-01,Stanton Heights (Pittsburgh),1028,681,0
2021-03-01,Strip District (Pittsburgh),416,190,0
2021-03-01,Summer Hill (Pittsburgh),184,124,0
2021-03-01,Swissvale,1478,898,0
2021-03-01,Terrace Village (Pittsburgh),263,107,0
2021-03-01,Thornburg,108,67,0
2021-03-01,Undefined,380,240,0
2021-03-01,Upper Lawrenceville (Pittsburgh),597,231,0
2021-03-01,West Deer,2143,1772,0
2021-03-01,West Homestead,309,262,0
2021-03-01,West Mifflin,3116,2503,0
2021-03-01,Whitaker,147,104,0
2021-03-01,Wilmerding,165,109,0
2021-04-01,Allegheny Center (Pittsburgh),282,205,0
2021-04-01,Aspinwall,480,627,0
2021-04-01,Avalon,630,903,0
2021-04-01,Baldwin Borough,2725,3672,0
2021-04-01,Baldwin Township,296,375,0
2021-04-01,Bedford Dwellings (Pittsburgh),99,124,0
2021-04-01,Beechview (Pittsburgh),1026,1250,0
2021-04-01,Bluff (Pittsburgh),202,275,0
2021-04-01,Bon Air (Pittsburgh),102,118,0
2021-04-01,Castle Shannon,1216,1558,0
2021-04-01,Central Northside (Pittsburgh),408,622,0
2021-04-01,Chateau (Pittsburgh),8,9,0
2021-04-01,Collier,1076,1720,0
2021-04-01,Dormont,1278,1721,0
2021-04-01,Dravosburg,178,216,0
2021-04-01,Duquesne,377,496,0
2021-04-01,Edgeworth,190,329,0
2021-04-01,Elizabeth Borough,129,168,0
2021-04-01,Fawn,275,317,0
2021-04-01,Forest Hills,772,1258,0
2021-04-01,Glassport,432,577,0
2021-04-01,Glen Hazel (Pittsburgh),67,68,0
2021-04-01,Harmar,373,492,0
2021-04-01,Haysville,5,13,0
2021-04-01,Hazelwood (Pittsburgh),447,597,0
2021-04-01,Highland Park (Pittsburgh),971,1513,0
2021-04-01,Homewood West (Pittsburgh),48,64,0
2021-04-01,Liberty,269,385,0
2021-04-01,Lincoln Place (Pittsburgh),383,502,0
2021-04-01,Lower Lawrenceville (Pittsburgh),432,576,0
2021-04-01,McCandless,4324,5576,0
2021-04-01,Moon,3423,4489,0
2021-04-01,Morningside (Pittsburgh),432,762,0
2021-04-01,Mount Oliver Borough,408,436,0
2021-04-01,Mt. Oliver (Pittsburgh),50,60,0
2021-04-01,North Fayette,1687,2234,0
2021-04-01,North Shore (Pittsburgh),60,64,0
2021-04-01,North Versailles,1005,1397,0
2021-04-01,Oakmont,822,1227,0
2021-04-01,Overbrook (Pittsburgh),412,566,0
2021-04-01,Perry North (Pittsburgh),420,623,0
2021-04-01,Plum,3331,4231,0
2021-04-01,Point Breeze North (Pittsburgh),294,426,0
2021-04-01,Port Vue,365,475,0
2021-04-01,Richland,1612,2116,0
2021-04-01,Robinson,2043,2857,0
2021-04-01,Scott,2616,3195,0
2021-04-01,Sewickley Heights,139,196,0
2021-04-01,Shadyside (Pittsburgh),3566,3000,0
2021-04-01,Southside Slopes (Pittsburgh),655,762,0
2021-04-01,Spring Garden (Pittsburgh),68,128,0
2021-04-01,Turtle Creek,512,577,0
2021-04-01,Undefined (Pittsburgh),9,8,0
2021-04-01,Versailles,137,196,0
2021-04-01,Wall,39,65,0
2021-04-01,West Elizabeth,45,60,0
2021-04-01,West End (Pittsburgh),42,40,0
2021-04-01,West Oakland (Pittsburgh),219,246,0
2021-04-01,West View,980,1284,0
2021-04-01,Westwood (Pittsburgh),446,538,0
2021-04-01,Wilkins,752,1139,0
2021-05-01,Allentown (Pittsburgh),134,218,0
2021-05-01,Arlington Heights (Pittsburgh),4,7,0
2021-05-01,Aspinwall,168,419,0
2021-05-01,Baldwin Borough,1167,2353,0
2021-05-01,Beechview (Pittsburgh),388,892,0
2021-05-01,Bellevue,423,1010,0
2021-05-01,Blawnox,73,200,0
2021-05-01,Bon Air (Pittsburgh),26,90,0
2021-05-01,Brackenridge,128,331,0
2021-05-01,Bridgeville,267,557,0
2021-05-01,Brighton Heights (Pittsburgh),319,662,0
2021-05-01,Carnegie,517,952,0
2021-05-01,Central Northside (Pittsburgh),85,362,0
2021-05-01,East Deer,51,145,0
2021-05-01,Elizabeth Borough,70,112,0
2021-05-01,Etna,138,445,0
2021-05-01,Fawn,80,255,0
2021-05-01,Fox Chapel,431,636,0
2021-05-01,Hampton,1070,2225,0
2021-05-01,Larimer (Pittsburgh),63,129,0
2021-05-01,Liberty,100,239,0
2021-05-01,Lincoln Place (Pittsburgh),143,352,0
2021-05-01,Manchester (Pittsburgh),90,233,0
2021-05-01,Millvale,173,417,0
2021-05-01,Mount Oliver Borough,190,388,0
2021-05-01,Mt. Oliver (Pittsburgh),19,45,0
2021-05-01,Penn Hills,1788,3978,0
2021-05-01,Plum,1212,2990,0
2021-05-01,Point Breeze (Pittsburgh),297,604,0
2021-05-01,Point Breeze North (Pittsburgh),98,254,0
2021-05-01,Polish Hill (Pittsburgh),31,140,0
2021-05-01,Port Vue,147,334,0
2021-05-01,Rankin,72,102,0
2021-05-01,Regent Square (Pittsburgh),54,103,0
2021-05-01,Ross,1526,3935,0
2021-05-01,Shadyside (Pittsburgh),568,2728,0
2021-05-01,Sheraden (Pittsburgh),226,494,0
2021-05-01,St. Clair (Pittsburgh),13,18,0
2021-05-01,Tarentum,210,498,0
2021-05-01,Troy Hill (Pittsburgh),124,354,0
2021-05-01,Upper Lawrenceville (Pittsburgh),91,361,0
2021-05-01,Wall,23,38,0
2021-05-01,West Deer,471,1284,0
2021-05-01,West Mifflin,844,1835,0
2021-05-01,Westwood (Pittsburgh),162,399,0
2021-05-01,Windgap (Pittsburgh),59,128,0
2021-06-01,Aleppo,15,59,0
2021-06-01,Allegheny Center (Pittsburgh),33,64,0
2021-06-01,Bedford Dwellings (Pittsburgh),19,57,0
2021-06-01,Bloomfield (Pittsburgh),147,289,0
2021-06-01,Bradford Woods,26,68,0
2021-06-01,Castle Shannon,186,451,0
2021-06-01,Central Business District (Pittsburgh),100,240,0
2021-06-01,Chateau (Pittsburgh),1,7,0
2021-06-01,Churchill,49,134,0
2021-06-01,Collier,142,337,0
2021-06-01,Coraopolis,133,371,0
2021-06-01,Crawford-Roberts (Pittsburgh),53,108,0
2021-06-01,Crescent,33,119,0
2021-06-01,Dravosburg,30,58,0
2021-06-01,Duquesne,92,271,0
2021-06-01,Duquesne Heights (Pittsburgh),46,100,0
2021-06-01,Edgeworth,19,88,0
2021-06-01,Elizabeth Township,203,541,0
2021-06-01,Fairywood (Pittsburgh),25,76,0
2021-06-01,Fineview (Pittsburgh),15,35,0
2021-06-01,Friendship (Pittsburgh),35,79,0
2021-06-01,Glen Hazel (Pittsburgh),10,19,0
2021-06-01,Glen Osborne,13,33,0
2021-06-01,Harmar,39,127,0
2021-06-01,Homewood North (Pittsburgh),50,96,0
2021-06-01,Jefferson Hills,202,414,0
2021-06-01,Kennedy,103,396,0
2021-06-01,Leetsdale,26,71,0
2021-06-01,Lincoln,20,44,0
2021-06-01,Lower Lawrenceville (Pittsburgh),51,83,0
2021-06-01,Marshall,117,377,0
2021-06-01,McCandless,454,1481,0
2021-06-01,Mckees rocks,140,273,0
2021-06-01,McKeesport,271,783,0
2021-06-01,New Homestead (Pittsburgh),13,37,0
2021-06-01,North Shore (Pittsburgh),6,12,0
2021-06-01,Northview Heights (Pittsburgh),25,46,0
2021-06-01,O'Hara,133,468,0
2021-06-01,Oakmont,74,305,0
2021-06-01,Ohio,85,324,0
2021-06-01,Pennsbury Village,10,23,0
2021-06-01,Perry North (Pittsburgh),73,175,0
2021-06-01,Pitcairn,51,123,0
2021-06-01,Pleasant Hills,153,318,0
2021-06-01,Richland,190,583,0
2021-06-01,Ridgemont (Pittsburgh),3,26,0
2021-06-01,Rosslyn Farms,10,29,0
2021-06-01,Scott,309,862,0
2021-06-01,Sewickley Hills,15,29,0
2021-06-01,Sharpsburg,76,178,0
2021-06-01,South Shore (Pittsburgh),2,11,0
2021-06-01,Turtle Creek,108,222,0
2021-06-01,West Elizabeth,5,18,0
2021-06-01,West End (Pittsburgh),2,13,0
2021-06-01,Wilkins,116,262,0
2021-07-01,Allegheny Center (Pittsburgh),21,22,0
2021-07-01,Arlington Heights (Pittsburgh),5,6,0
2021-07-01,Aspinwall,32,25,0
2021-07-01,Avalon,86,89,0
2021-07-01,Baldwin Borough,267,343,0
2021-07-01,Baldwin Township,34,28,0
2021-07-01,Beechview (Pittsburgh),139,143,0
2021-07-01,Bellevue,118,147,0
2021-07-01,Bluff (Pittsburgh),26,21,0
2021-07-01,Bon Air (Pittsburgh),19,12,0
2021-07-01,Castle Shannon,105,133,0
2021-07-01,Central Northside (Pittsburgh),25,31,0
2021-07-01,Dormont,113,125,0
2021-07-01,Dravosburg,22,40,0
2021-07-01,Edgeworth,19,19,0
2021-07-01,Elizabeth Borough,16,17,0
2021-07-01,Fawn,36,21,0
2021-07-01,Forest Hills,71,87,0
2021-07-01,Glassport,56,61,0
2021-07-01,Hazelwood (Pittsburgh),70,89,0
2021-07-01,Highland Park (Pittsburgh),67,76,0
2021-07-01,Homewood West (Pittsburgh),10,10,0
2021-07-01,Larimer (Pittsburgh),25,29,0
2021-07-01,Liberty,18,17,0
2021-07-01,Lincoln Place (Pittsburgh),43,48,0
2021-07-01,Lower Lawrenceville (Pittsburgh),23,38,0
2021-07-01,McCandless,317,374,0
2021-07-01,Millvale,58,61,0
2021-07-01,Moon,394,421,0
2021-07-01,Morningside (Pittsburgh),33,38,0
2021-07-01,Mount Oliver Borough,82,87,0
2021-07-01,Mt. Oliver (Pittsburgh),9,8,0
2021-07-01,North Fayette,185,194,0
2021-07-01,North Versailles,142,159,0
2021-07-01,Overbrook (Pittsburgh),38,51,0
2021-07-01,Perry North (Pittsburgh),57,70,0
2021-07-01,Plum,353,385,0
2021-07-01,Point Breeze (Pittsburgh),29,26,0
2021-07-01,Point Breeze North (Pittsburgh),24,26,0
2021-07-01,Polish Hill (Pittsburgh),13,17,0
2021-07-01,Port Vue,47,53,0
2021-07-01,Rankin,24,23,0
2021-07-01,Richland,182,174,0
2021-09-01,Pleasant Hills,117,141,123
2021-09-01,Ridgemont (Pittsburgh),3,4,9
2021-09-01,Rosslyn Farms,4,7,10
2021-09-01,Scott,211,245,334
2021-09-01,Sewickley Hills,5,5,13
2021-09-01,Sharpsburg,54,67,23
2021-09-01,South Shore (Pittsburgh),6,6,0
2021-09-01,Turtle Creek,94,78,38
2021-09-01,West Elizabeth,2,19,2
2021-10-01,Allegheny Center (Pittsburgh),26,11,83
2021-10-01,Arlington Heights (Pittsburgh),3,6,2
2021-10-01,Aspinwall,49,32,211
2021-10-01,Avalon,57,51,309
2021-10-01,Baldwin Borough,251,225,1764
2021-10-01,Baldwin Township,27,25,176
2021-10-01,Beechview (Pittsburgh),100,120,465
2021-10-01,Bellevue,114,110,390
2021-10-01,Bluff (Pittsburgh),17,19,41
2021-10-01,Bon Air (Pittsburgh),8,11,50
2021-10-01,Castle Shannon,108,102,626
2021-10-01,Central Northside (Pittsburgh),48,27,208
2021-10-01,Dormont,95,86,546
2021-10-01,Dravosburg,19,18,114
2021-10-01,Edgeworth,37,19,159
2021-10-01,Elizabeth Borough,27,26,75
2021-10-01,Fawn,39,36,134
2021-10-01,Forest Hills,91,66,598
2021-10-01,Glassport,64,45,205
2021-10-01,Hazelwood (Pittsburgh),86,56,144
2021-10-01,Highland Park (Pittsburgh),130,60,571
2021-10-01,Homewood West (Pittsburgh),11,8,17
2021-10-01,Larimer (Pittsburgh),23,21,33
2021-10-01,Liberty,40,29,136
2021-10-01,Lincoln Place (Pittsburgh),55,41,237
2021-10-01,Lower Lawrenceville (Pittsburgh),40,28,189
2021-10-01,McCandless,440,262,2581
2021-10-01,Millvale,48,41,132
2021-10-01,Moon,387,318,2030
2021-10-01,Morningside (Pittsburgh),38,27,275
2021-10-01,Mount Oliver Borough,58,47,111
2021-10-01,Mt. Oliver (Pittsburgh),11,12,18
2021-10-01,North Fayette,194,167,823
2021-10-01,North Shore (Pittsburgh),6,8,25
2021-10-01,North Versailles,132,136,532
2021-10-01,Overbrook (Pittsburgh),61,39,237
2021-10-01,Perry North (Pittsburgh),49,45,240
2021-10-01,Plum,383,329,1958
2021-10-01,Point Breeze (Pittsburgh),101,43,570
2021-10-01,Point Breeze North (Pittsburgh),37,15,118
2021-10-01,Polish Hill (Pittsburgh),14,5,67
2021-10-01,Port Vue,52,66,199
2021-10-01,Rankin,24,16,36
2021-10-01,Richland,188,122,855
2021-10-01,Robinson,238,182,1256
2021-10-01,Sewickley Heights,14,5,94
2021-10-01,Shadyside (Pittsburgh),332,161,946
2021-10-01,Southside Slopes (Pittsburgh),71,40,204
2021-10-01,Spring Garden (Pittsburgh),6,4,45
2021-10-01,St. Clair (Pittsburgh),6,2,9
2021-10-01,Troy Hill (Pittsburgh),45,39,188
2021-10-01,Turtle Creek,78,78,180
2021-10-01,Versailles,21,23,73
2021-10-01,Wall,9,12,21
2021-10-01,West Oakland (Pittsburgh),13,27,34
2021-10-01,West View,85,74,410
2021-10-01,Westwood (Pittsburgh),56,48,235
2021-10-01,Wilkins,113,76,504
2021-10-01,Windgap (Pittsburgh),20,14,112
2021-11-01,Aleppo,61,15,147
2021-11-01,Allegheny West (Pittsburgh),14,2,55
2021-11-01,Bell Acres,73,15,139
2021-11-01,Bethel Park,1204,396,4113
2021-11-01,Bloomfield (Pittsburgh),297,119,1002
2021-11-01,Bradford Woods,84,13,140
2021-11-01,California-Kirkbride (Pittsburgh),25,17,22
2021-11-01,Central Business District (Pittsburgh),174,53,411
2021-11-01,Central Oakland (Pittsburgh),84,28,165
2021-11-01,Chalfant,11,12,68
2021-11-01,Chartiers City (Pittsburgh),12,7,26
2021-11-01,Coraopolis,120,73,403
2021-11-01,Crafton Heights (Pittsburgh),107,44,281
2021-11-01,Crawford-Roberts (Pittsburgh),60,35,292
2021-11-01,East Pittsburgh,31,29,69
2021-11-01,Elizabeth Township,277,153,1161
2021-11-01,Esplen (Pittsburgh),6,3,17
2021-11-01,Fairywood (Pittsburgh),33,12,88
2021-11-01,Fineview (Pittsburgh),42,18,77
2021-11-01,Friendship (Pittsburgh),90,28,181
2021-11-01,Garfield (Pittsburgh),129,51,312
2021-11-01,Glen Osborne,39,8,69
2021-11-01,Green Tree,192,54,546
2021-11-01,Harrison,253,146,863
2021-11-01,Hays (Pittsburgh),6,4,19
2021-11-01,Homestead,70,63,178
2021-11-01,Homewood North (Pittsburgh),68,29,115
2021-11-01,Jefferson Hills,497,153,1087
2021-11-01,Leetsdale,23,8,80
2021-11-01,Lincoln,12,5,80
2021-11-01,Marshall,472,108,594
2021-11-01,Marshall-Shadeland (Pittsburgh),90,37,226
2021-11-01,McKeesport,328,186,795
2021-11-01,New Homestead (Pittsburgh),42,12,96
2021-11-01,North Braddock,76,47,229
2021-11-01,Oakwood (Pittsburgh),11,12,65
2021-11-01,Ohio,527,94,873
2021-11-01,Pennsbury Village,15,12,71
2021-11-01,Pitcairn,51,35,156
2021-11-01,Pleasant Hills,347,135,1148
2021-11-01,Reserve,120,32,398
2021-11-01,Rosslyn Farms,16,5,52
2021-11-01,Shaler,1074,299,3304
2021-11-01,Sharpsburg,107,57,312
2021-11-01,South Fayette,603,147,1208
2021-11-01,South Park,391,172,1465
2021-11-01,South Versailles,5,3,19
2021-11-01,Southside Flats (Pittsburgh),224,57,672
2021-11-01,Springdale Township,43,18,159
2021-11-01,Upper Hill (Pittsburgh),65,28,167
2021-11-01,Verona,64,36,196
2021-11-01,Whitehall,526,179,1626
2021-07-01,Robinson,258,254,0
2021-07-01,Sewickley Heights,17,11,0
2021-07-01,Shadyside (Pittsburgh),111,131,0
2021-07-01,Southside Slopes (Pittsburgh),59,52,0
2021-07-01,Spring Garden (Pittsburgh),8,10,0
2021-07-01,St. Clair (Pittsburgh),6,6,0
2021-07-01,Troy Hill (Pittsburgh),34,37,0
2021-07-01,Turtle Creek,106,78,0
2021-07-01,Undefined (Pittsburgh),3,1,0
2021-07-01,Versailles,15,28,0
2021-07-01,Wall,9,4,0
2021-07-01,West Oakland (Pittsburgh),16,16,0
2021-07-01,West View,98,84,0
2021-07-01,Westwood (Pittsburgh),56,66,0
2021-07-01,Wilkins,89,101,0
2021-07-01,Windgap (Pittsburgh),8,19,0
2021-08-01,Aleppo,16,15,16
2021-08-01,Allegheny West (Pittsburgh),7,10,8
2021-08-01,Bell Acres,24,24,4
2021-08-01,Bethel Park,592,573,188
2021-08-01,Bloomfield (Pittsburgh),162,127,46
2021-08-01,Bradford Woods,25,23,13
2021-08-01,California-Kirkbride (Pittsburgh),29,16,2
2021-08-01,Central Business District (Pittsburgh),118,93,28
2021-08-01,Central Oakland (Pittsburgh),66,39,3
2021-08-01,Chalfant,23,20,6
2021-08-01,Chartiers City (Pittsburgh),10,12,4
2021-08-01,Coraopolis,162,157,21
2021-08-01,Crafton Heights (Pittsburgh),109,78,13
2021-08-01,Crawford-Roberts (Pittsburgh),68,49,5
2021-08-01,East Pittsburgh,29,29,1
2021-08-01,Elizabeth Township,216,225,55
2021-08-01,Esplen (Pittsburgh),6,8,0
2021-08-01,Fairywood (Pittsburgh),36,25,2
2021-08-01,Fineview (Pittsburgh),25,17,2
2021-08-01,Friendship (Pittsburgh),47,27,6
2021-08-01,Garfield (Pittsburgh),101,72,11
2021-08-01,Glen Osborne,10,11,3
2021-08-01,Green Tree,101,74,21
2021-08-01,Harrison,206,172,41
2021-08-01,Hays (Pittsburgh),17,14,0
2021-08-01,Homestead,58,60,5
2021-08-01,Homewood North (Pittsburgh),56,62,7
2021-08-01,Jefferson Hills,231,217,69
2021-08-01,Leetsdale,21,24,10
2021-08-01,Lincoln,17,12,1
2021-08-01,Marshall,109,112,62
2021-08-01,Marshall-Shadeland (Pittsburgh),90,63,7
2021-08-01,McKeesport,344,311,35
2021-08-01,New Homestead (Pittsburgh),14,8,7
2021-08-01,North Braddock,88,68,11
2021-08-01,Oakwood (Pittsburgh),25,20,1
2021-08-01,Ohio,109,93,61
2021-08-01,Pennsbury Village,16,9,2
2021-08-01,Pitcairn,57,57,13
2021-08-01,Pleasant Hills,159,159,43
2021-08-01,Reserve,43,59,18
2021-08-01,Rosslyn Farms,7,8,6
2021-08-01,Shaler,515,436,175
2021-08-01,Sharpsburg,72,60,13
2021-08-01,South Fayette,251,220,75
2021-08-01,South Park,288,214,67
2021-08-01,South Versailles,8,7,0
2021-08-01,Southside Flats (Pittsburgh),126,111,24
2021-08-01,Springdale Township,30,29,15
2021-08-01,Upper Hill (Pittsburgh),25,33,8
2021-08-01,Verona,55,63,8
2021-08-01,Whitehall,311,286,74
2021-08-01,Wilkinsburg,300,252,63
2021-09-01,Allentown (Pittsburgh),45,53,8
2021-09-01,Arlington (Pittsburgh),45,40,8
2021-09-01,Banksville (Pittsburgh),57,67,69
2021-09-01,Beltzhoover (Pittsburgh),33,31,7
2021-09-01,Ben Avon,16,31,24
2021-09-01,Ben Avon Heights,4,2,7
2021-09-01,Brackenridge,77,68,40
2021-09-01,Braddock,24,30,7
2021-09-01,Brentwood,131,172,87
2021-09-01,Bridgeville,88,83,77
2021-09-01,Brighton Heights (Pittsburgh),109,132,91
2021-09-01,Brookline (Pittsburgh),194,221,172
2021-09-01,Carnegie,111,165,92
2021-09-01,Central Lawrenceville (Pittsburgh),46,47,77
2021-09-01,East Allegheny (Pittsburgh),6,25,23
2021-09-01,East Deer,16,26,20
2021-09-01,East Hills (Pittsburgh),56,63,22
2021-09-01,East Mckeesport,32,36,20
2021-09-01,Edgewood,35,27,57
2021-09-01,Elliott (Pittsburgh),36,61,16
2021-09-01,Etna,57,48,33
2021-09-01,Findlay,80,97,81
2021-09-01,Forward,23,33,21
2021-09-01,Fox Chapel,90,52,211
2021-09-01,Hampton,205,229,380
2021-09-01,Heidelberg,21,18,17
2021-09-01,Ingram,42,50,37
2021-09-01,Kilbuck,12,12,20
2021-09-01,Manchester (Pittsburgh),42,36,24
2021-09-01,Middle Hill (Pittsburgh),29,32,3
2021-09-01,Monroeville,386,442,531
2021-09-01,Mount Lebanon,320,345,918
2021-09-01,Neville,13,15,14
2021-09-01,Oakdale,29,17,28
2021-09-01,Penn Hills,584,693,456
2021-09-01,Pine,159,205,245
2021-09-01,Regent Square (Pittsburgh),7,7,20
2021-09-01,Ross,350,451,605
2021-09-01,Sheraden (Pittsburgh),108,104,38
2021-09-01,Spring Hill-City View (Pittsburgh),36,31,13
2021-09-01,Squirrel Hill North (Pittsburgh),204,192,375
2021-09-01,Squirrel Hill South (Pittsburgh),251,206,454
2021-09-01,Stanton Heights (Pittsburgh),49,34,66
2021-09-01,Strip District (Pittsburgh),36,24,52
2021-09-01,Summer Hill (Pittsburgh),9,18,17
2021-09-01,Swissvale,99,116,92
2021-09-01,Terrace Village (Pittsburgh),30,38,5
2021-09-01,Thornburg,3,5,14
2021-09-01,Undefined,27,43,19
2021-09-01,Upper Lawrenceville (Pittsburgh),24,25,34
2021-09-01,West Deer,130,185,198
2021-09-01,West Homestead,31,35,16
2021-09-01,West Mifflin,249,342,272
2021-09-01,Whitaker,20,18,6
2021-09-01,Wilmerding,35,26,11
2021-10-01,Allegheny West (Pittsburgh),8,3,46
2021-10-01,Bell Acres,24,18,143
2021-10-01,Beltzhoover (Pittsburgh),29,36,52
2021-10-01,Ben Avon,22,10,140
2021-10-01,Ben Avon Heights,7,1,34
2021-10-01,Braddock Hills,22,21,102
2021-10-01,Brentwood,148,116,597
2021-10-01,California-Kirkbride (Pittsburgh),23,11,24
2021-10-01,Carrick (Pittsburgh),154,167,520
2021-10-01,Central Oakland (Pittsburgh),39,33,90
2021-10-01,Chalfant,9,6,43
2021-10-01,Chartiers City (Pittsburgh),12,9,29
2021-10-01,Cheswick,30,18,146
2021-10-01,Clairton,59,65,295
2021-10-01,Crafton,90,99,376
2021-10-01,Crafton Heights (Pittsburgh),65,53,227
2021-10-01,East Carnegie (Pittsburgh),2,5,21
2021-10-01,East Hills (Pittsburgh),40,37,79
2021-10-01,East Liberty (Pittsburgh),109,72,285
2021-10-01,East Mckeesport,31,29,117
2021-10-01,Edgewood,68,38,307
2021-10-01,Emsworth,79,32,131
2021-10-01,Esplen (Pittsburgh),5,4,6
2021-10-01,Franklin Park,217,110,1191
2021-10-01,Frazer,12,12,70
2021-10-01,Garfield (Pittsburgh),75,50,152
2021-10-01,Glenfield,3,5,7
2021-10-01,Greenfield (Pittsburgh),102,63,514
2021-10-01,Hays (Pittsburgh),4,2,17
2021-10-01,Homestead,69,44,76
2021-10-01,Homewood South (Pittsburgh),44,41,50
2021-10-01,Indiana,119,76,514
2021-10-01,Knoxville (Pittsburgh),84,73,101
2021-10-01,Leet,16,5,109
2021-10-01,Lincoln-Lemington-Belmar (Pittsburgh),48,44,146
2021-10-01,Middle Hill (Pittsburgh),34,38,45
2021-10-01,Mount Washington (Pittsburgh),151,100,516
2021-10-01,Munhall,157,148,740
2021-10-01,North Braddock,61,53,164
2021-10-01,North Oakland (Pittsburgh),120,101,271
2021-10-01,Perry South (Pittsburgh),63,50,200
2021-10-01,Pine,230,135,896
2021-10-01,Sewickley,61,34,368
2021-10-01,South Fayette,168,141,877
2021-10-01,South Oakland (Pittsburgh),41,38,91
2021-10-01,South Versailles,1,4,18
2021-10-01,Springdale Borough,39,36,198
