month,neighborhood_municipality,total_partially_vaccinated,total_fully_vaccinated,total_fully_vaccinated_w_booster
2021-05-01,Reserve,143,354,0
2021-05-01,Ridgemont (Pittsburgh),26,56,0
2021-05-01,Rosslyn Farms,25,44,0
2021-05-01,Shaler,1239,3242,0
2021-05-01,Sharpsburg,171,410,0
2021-05-01,South Fayette,673,1281,0
2021-05-01,South Park,625,1373,0
2021-05-01,South Versailles,17,35,0
2021-05-01,Southside Flats (Pittsburgh),354,1205,0
2021-05-01,Springdale Township,49,177,0
2021-05-01,Upper Hill (Pittsburgh),77,182,0
2021-05-01,Verona,141,250,0
2021-05-01,Whitehall,690,1616,0
2021-05-01,Wilkinsburg,641,1388,0
2021-06-01,Allentown (Pittsburgh),66,114,0
2021-06-01,Arlington (Pittsburgh),45,76,0
2021-06-01,Banksville (Pittsburgh),81,194,0
2021-06-01,Beltzhoover (Pittsburgh),39,96,0
2021-06-01,Ben Avon,41,103,0
2021-06-01,Ben Avon Heights,5,27,0
2021-06-01,Brackenridge,44,128,0
2021-06-01,Braddock,61,109,0
2021-06-01,Brentwood,206,455,0
2021-06-01,Bridgeville,84,252,0
2021-06-01,Brighton Heights (Pittsburgh),127,306,0
2021-06-01,Brookline (Pittsburgh),269,646,0
2021-06-01,Carnegie,168,460,0
2021-06-01,Central Lawrenceville (Pittsburgh),61,163,0
2021-06-01,East Allegheny (Pittsburgh),28,72,0
2021-06-01,East Deer,18,47,0
2021-06-01,East Hills (Pittsburgh),83,108,0
2021-06-01,East Mckeesport,35,74,0
2021-06-01,Edgewood,35,159,0
2021-06-01,Elliott (Pittsburgh),38,102,0
2021-06-01,Etna,69,141,0
2021-06-01,Findlay,100,303,0
2021-06-01,Forward,22,48,0
2021-06-01,Fox Chapel,65,353,0
2021-06-01,Glenfield,2,10,0
2021-06-01,Hampton,264,1013,0
2021-06-01,Heidelberg,23,62,0
2021-06-01,Ingram,60,200,0
2021-06-01,Kilbuck,7,43,0
2021-06-01,Manchester (Pittsburgh),38,97,0
2021-06-01,Middle Hill (Pittsburgh),44,80,0
2021-06-01,Monroeville,557,1234,0
2021-06-01,Mount Lebanon,448,1944,0
2021-06-01,Neville,22,55,0
2021-06-01,Oakdale,15,71,0
2021-06-01,Penn Hills,841,1748,0
2021-06-01,Pine,256,733,0
2021-06-01,Regent Square (Pittsburgh),7,59,0
2021-06-01,Ross,629,1587,0
2021-06-01,Sheraden (Pittsburgh),105,209,0
2021-06-01,Spring Hill-City View (Pittsburgh),38,86,0
2021-06-01,Squirrel Hill North (Pittsburgh),91,356,0
2021-06-01,Squirrel Hill South (Pittsburgh),195,640,0
2021-06-01,Stanton Heights (Pittsburgh),71,160,0
2021-06-01,Strip District (Pittsburgh),33,58,0
2021-06-01,Summer Hill (Pittsburgh),18,53,0
2021-06-01,Swissvale,142,348,0
2021-06-01,Terrace Village (Pittsburgh),48,84,0
2021-06-01,Thornburg,2,21,0
2021-06-01,Undefined,23,85,0
2021-06-01,Upper Lawrenceville (Pittsburgh),32,83,0
2021-06-01,West Deer,167,467,0
2021-06-01,West Homestead,34,80,0
2021-06-01,West Mifflin,337,845,0
2021-06-01,Whitaker,29,56,0
2021-06-01,Wilmerding,47,71,0
2021-07-01,Allegheny West (Pittsburgh),7,8,0
2021-07-01,Bell Acres,13,15,0
2021-07-01,Beltzhoover (Pittsburgh),29,29,0
2021-07-01,Ben Avon,20,37,0
2021-07-01,Ben Avon Heights,5,6,0
2021-07-01,Braddock Hills,22,24,0
2021-07-01,Brentwood,154,184,0
2021-07-01,California-Kirkbride (Pittsburgh),11,5,0
2021-07-01,Carrick (Pittsburgh),164,201,0
2021-07-01,Central Oakland (Pittsburgh),28,29,0
2021-07-01,Chalfant,17,11,0
2021-07-01,Chartiers City (Pittsburgh),12,8,0
2021-07-01,Cheswick,22,19,0
2021-07-01,Clairton,69,119,0
2021-07-01,Crafton,82,90,0
2021-07-01,Crafton Heights (Pittsburgh),53,77,0
2021-07-01,East Carnegie (Pittsburgh),9,15,0
2021-07-01,East Hills (Pittsburgh),47,61,0
2021-07-01,East Liberty (Pittsburgh),84,109,0
2021-07-01,East Mckeesport,33,38,0
2021-07-01,Edgewood,27,25,0
2021-07-01,Emsworth,63,45,0
2021-07-01,Esplen (Pittsburgh),6,5,0
2021-07-01,Franklin Park,192,227,0
2021-07-01,Frazer,13,19,0
2021-07-01,Garfield (Pittsburgh),63,78,0
2021-05-01,Squirrel Hill North (Pittsburgh),399,1416,0
2021-05-01,Squirrel Hill South (Pittsburgh),741,2337,0
2021-05-01,Stanton Heights (Pittsburgh),182,448,0
2021-05-01,Stowe,321,473,0
2021-05-01,Strip District (Pittsburgh),78,300,0
2021-05-01,Swisshelm Park (Pittsburgh),45,135,0
2021-05-01,Swissvale,376,939,0
2021-05-01,Thornburg,22,52,0
2021-05-01,Turtle Creek,223,465,0
2021-05-01,Undefined (Pittsburgh),6,10,0
2021-05-01,Versailles,69,140,0
2021-05-01,West End (Pittsburgh),13,26,0
2021-05-01,West Oakland (Pittsburgh),46,142,0
2021-05-01,West View,317,790,0
2021-05-01,White Oak,336,740,0
2021-05-01,Wilkins,281,637,0
2021-06-01,Allegheny West (Pittsburgh),9,11,0
2021-06-01,Arlington Heights (Pittsburgh),4,9,0
2021-06-01,Aspinwall,38,149,0
2021-06-01,Avalon,109,195,0
2021-06-01,Baldwin Borough,366,1078,0
2021-06-01,Bluff (Pittsburgh),36,60,0
2021-06-01,Bon Air (Pittsburgh),11,26,0
2021-06-01,California-Kirkbride (Pittsburgh),11,37,0
2021-06-01,Chartiers City (Pittsburgh),10,20,0
2021-06-01,Cheswick,23,60,0
2021-06-01,Clairton,104,205,0
2021-06-01,Crafton,101,322,0
2021-06-01,Crafton Heights (Pittsburgh),102,213,0
2021-06-01,Dormont,166,377,0
2021-06-01,East Carnegie (Pittsburgh),20,23,0
2021-06-01,East Pittsburgh,47,80,0
2021-06-01,Elizabeth Borough,31,76,0
2021-06-01,Emsworth,81,151,0
2021-06-01,Franklin Park,293,1036,0
2021-06-01,Harrison,165,399,0
2021-06-01,Hazelwood (Pittsburgh),96,160,0
2021-06-01,Highland Park (Pittsburgh),103,321,0
2021-06-01,Homewood South (Pittsburgh),38,85,0
2021-06-01,Indiana,117,381,0
2021-06-01,Larimer (Pittsburgh),39,54,0
2021-06-01,Leet,9,74,0
2021-06-01,Lincoln Place (Pittsburgh),56,132,0
2021-06-01,Millvale,67,167,0
2021-06-01,Moon,516,1319,0
2021-06-01,Mount Oliver Borough,106,185,0
2021-06-01,Mount Washington (Pittsburgh),135,364,0
2021-06-01,North Fayette,205,634,0
2021-06-01,North Versailles,200,450,0
2021-06-01,Oakwood (Pittsburgh),23,45,0
2021-06-01,Overbrook (Pittsburgh),65,142,0
2021-06-01,Perry South (Pittsburgh),85,157,0
2021-06-01,Point Breeze North (Pittsburgh),34,90,0
2021-06-01,Polish Hill (Pittsburgh),16,32,0
2021-06-01,Port Vue,70,169,0
2021-06-01,Rankin,27,66,0
2021-06-01,Reserve,69,150,0
2021-06-01,Sewickley,63,233,0
2021-06-01,Shaler,419,1173,0
2021-06-01,South Versailles,5,16,0
2021-06-01,Southside Flats (Pittsburgh),136,261,0
2021-06-01,Spring Garden (Pittsburgh),17,38,0
2021-06-01,Springdale Borough,48,129,0
2021-06-01,Springdale Township,10,49,0
2021-06-01,Stowe,128,313,0
2021-06-01,Swisshelm Park (Pittsburgh),14,52,0
2021-06-01,Tarentum,62,213,0
2021-06-01,Troy Hill (Pittsburgh),59,132,0
2021-06-01,Undefined (Pittsburgh),1,4,0
2021-06-01,Upper Hill (Pittsburgh),42,86,0
2021-06-01,Versailles,28,69,0
2021-06-01,Wall,4,18,0
2021-06-01,West Oakland (Pittsburgh),29,49,0
2021-06-01,West View,120,334,0
2021-06-01,Westwood (Pittsburgh),75,174,0
2021-06-01,White Oak,84,304,0
2021-06-01,Windgap (Pittsburgh),26,58,0
2021-07-01,Allentown (Pittsburgh),42,55,0
2021-07-01,Bedford Dwellings (Pittsburgh),37,25,0
2021-07-01,Bloomfield (Pittsburgh),107,111,0
2021-07-01,Bridgeville,77,77,0
2021-07-01,Brookline (Pittsburgh),214,197,0
2021-07-01,Carnegie,127,159,0
2021-07-01,Collier,127,128,0
2021-07-01,Coraopolis,125,97,0
2021-07-01,Crawford-Roberts (Pittsburgh),51,37,0
2021-07-01,Duquesne,87,89,0
2021-07-01,East Pittsburgh,22,39,0
2021-07-01,Elizabeth Township,168,191,0
2021-07-01,Elliott (Pittsburgh),39,51,0
2021-07-01,Etna,51,57,0
2021-07-01,Findlay,81,99,0
2021-07-01,Fox Chapel,55,46,0
2021-07-01,Friendship (Pittsburgh),13,27,0
2021-07-01,Harrison,149,169,0
2021-07-01,Heidelberg,19,20,0
2021-07-01,Ingram,63,60,0
2021-07-01,Jefferson Hills,177,181,0
2021-07-01,Kennedy,113,88,0
2021-07-01,Kilbuck,19,5,0
2021-07-01,Leetsdale,15,20,0
2021-07-01,Lincoln,14,20,0
2021-07-01,Manchester (Pittsburgh),28,34,0
2021-07-01,Mckees rocks,100,125,0
2021-07-01,McKeesport,230,317,0
2021-07-01,Neville,19,22,0
2021-07-01,Oakmont,65,57,0
2021-07-01,Oakwood (Pittsburgh),21,22,0
2021-07-01,Ohio,71,84,0
2021-07-01,Pennsbury Village,7,11,0
2021-07-01,Regent Square (Pittsburgh),6,1,0
2021-07-01,Reserve,36,56,0
2021-07-01,Sewickley Hills,8,8,0
2021-07-01,Shaler,322,372,0
2021-07-01,Sheraden (Pittsburgh),70,92,0
2021-07-01,South Shore (Pittsburgh),4,3,0
2021-07-01,Southside Flats (Pittsburgh),95,101,0
2021-07-01,Spring Hill-City View (Pittsburgh),33,38,0
2021-07-01,Springdale Township,22,12,0
2021-07-01,Tarentum,73,60,0
2021-07-01,Undefined,29,21,0
2021-07-01,Upper Lawrenceville (Pittsburgh),24,32,0
2021-07-01,West Elizabeth,6,5,0
2021-07-01,West Homestead,18,28,0
2021-07-01,West Mifflin,271,306,0
2021-08-01,Baldwin Township,35,39,10
2021-08-01,Bedford Dwellings (Pittsburgh),27,33,2
2021-08-01,Beltzhoover (Pittsburgh),45,34,8
2021-07-01,Glenfield,2,3,0
2021-07-01,Greenfield (Pittsburgh),81,83,0
2021-07-01,Hays (Pittsburgh),13,10,0
2021-07-01,Homestead,61,69,0
2021-07-01,Homewood South (Pittsburgh),39,34,0
2021-07-01,Indiana,69,106,0
2021-07-01,Knoxville (Pittsburgh),75,86,0
2021-07-01,Leet,12,7,0
2021-07-01,Lincoln-Lemington-Belmar (Pittsburgh),56,85,0
2021-07-01,Marshall-Shadeland (Pittsburgh),50,80,0
2021-07-01,Middle Hill (Pittsburgh),34,36,0
2021-07-01,Mount Washington (Pittsburgh),103,117,0
2021-07-01,Munhall,157,154,0
2021-07-01,North Braddock,65,73,0
2021-07-01,North Oakland (Pittsburgh),60,61,0
2021-07-01,Perry South (Pittsburgh),54,89,0
2021-07-01,Pine,201,216,0
2021-07-01,Sewickley,34,54,0
2021-07-01,South Fayette,171,197,0
2021-07-01,South Oakland (Pittsburgh),27,38,0
2021-07-01,South Versailles,5,8,0
2021-07-01,Springdale Borough,49,50,0
2021-07-01,Stowe,92,126,0
2021-07-01,Summer Hill (Pittsburgh),14,20,0
2021-07-01,Swisshelm Park (Pittsburgh),11,17,0
2021-07-01,Swissvale,151,105,0
2021-07-01,Terrace Village (Pittsburgh),41,39,0
2021-07-01,Upper Hill (Pittsburgh),38,37,0
2021-07-01,Upper Saint Clair,283,313,0
2021-07-01,Verona,46,45,0
2021-07-01,Whitaker,24,26,0
2021-07-01,White Oak,94,93,0
2021-07-01,Wilkinsburg,192,195,0
2021-07-01,Wilmerding,34,45,0
2021-08-01,Allentown (Pittsburgh),57,49,3
2021-08-01,Arlington Heights (Pittsburgh),9,3,1
2021-08-01,Aspinwall,37,47,18
2021-08-01,Baldwin Borough,448,364,60
2021-08-01,Beechview (Pittsburgh),196,185,26
2021-08-01,Bellevue,186,151,28
2021-08-01,Blawnox,30,31,8
2021-08-01,Bon Air (Pittsburgh),13,27,2
2021-08-01,Brackenridge,80,48,6
2021-08-01,Bridgeville,114,103,28
2021-08-01,Brighton Heights (Pittsburgh),151,121,32
2021-08-01,Carnegie,180,161,32
2021-08-01,Central Northside (Pittsburgh),49,35,25
2021-08-01,East Deer,40,30,6
2021-08-01,Elizabeth Borough,30,28,6
2021-08-01,Etna,71,64,17
2021-08-01,Fawn,54,40,9
2021-08-01,Fox Chapel,88,76,90
2021-08-01,Glassport,87,69,5
2021-08-01,Hampton,308,290,118
2021-08-01,Larimer (Pittsburgh),47,33,2
2021-08-01,Liberty,59,34,12
2021-08-01,Lincoln Place (Pittsburgh),43,53,11
2021-08-01,Manchester (Pittsburgh),47,36,11
2021-08-01,Millvale,57,71,15
2021-08-01,Mount Oliver Borough,78,81,5
2021-08-01,Mt. Oliver (Pittsburgh),6,11,1
2021-08-01,Penn Hills,879,808,179
2021-08-01,Plum,517,446,115
2021-08-01,Point Breeze (Pittsburgh),55,39,89
2021-08-01,Point Breeze North (Pittsburgh),34,21,10
2021-08-01,Polish Hill (Pittsburgh),16,14,3
2021-08-01,Port Vue,73,56,12
2021-08-01,Rankin,39,22,2
2021-08-01,Regent Square (Pittsburgh),7,6,9
2021-08-01,Shadyside (Pittsburgh),298,147,107
2021-08-01,Sheraden (Pittsburgh),126,76,13
2021-08-01,St. Clair (Pittsburgh),14,9,0
2021-08-01,Tarentum,96,74,11
2021-08-01,Troy Hill (Pittsburgh),50,41,9
2021-08-01,Upper Lawrenceville (Pittsburgh),41,31,13
2021-08-01,Wall,16,11,1
2021-08-01,West Deer,236,184,72
2021-08-01,West Mifflin,437,342,55
2021-08-01,Westwood (Pittsburgh),83,66,15
2021-08-01,Windgap (Pittsburgh),27,17,6
2021-09-01,Aleppo,15,13,53
2021-09-01,Allegheny Center (Pittsburgh),17,19,22
2021-09-01,Bedford Dwellings (Pittsburgh),23,19,6
2021-09-01,Bloomfield (Pittsburgh),104,107,96
2021-09-01,Bradford Woods,16,15,36
2021-09-01,Central Business District (Pittsburgh),95,100,82
2021-09-01,Churchill,42,57,106
2021-09-01,Collier,130,115,225
2021-09-01,Coraopolis,134,133,63
2021-09-01,Crawford-Roberts (Pittsburgh),46,52,10
2021-09-01,Crescent,33,55,45
2021-09-01,Dravosburg,8,25,22
2021-09-01,Duquesne,90,97,25
2021-09-01,Duquesne Heights (Pittsburgh),35,38,36
2021-09-01,Edgeworth,12,20,56
2021-09-01,Elizabeth Township,168,178,187
2021-09-01,Fairywood (Pittsburgh),21,19,6
2021-09-01,Fineview (Pittsburgh),15,14,12
2021-09-01,Friendship (Pittsburgh),22,32,18
2021-09-01,Glen Hazel (Pittsburgh),13,14,5
2021-09-01,Glen Osborne,5,6,19
2021-09-01,Harmar,38,44,75
2021-09-01,Haysville,2,1,0
2021-09-01,Homewood North (Pittsburgh),75,43,9
2021-09-01,Jefferson Hills,123,182,172
2021-09-01,Kennedy,88,136,139
2021-09-01,Leetsdale,20,14,26
2021-09-01,Lincoln,8,16,19
2021-09-01,Lower Lawrenceville (Pittsburgh),35,27,42
2021-09-01,Marshall,67,73,137
2021-09-01,McCandless,308,374,596
2021-09-01,Mckees rocks,87,116,35
2021-09-01,McKeesport,289,296,74
2021-09-01,New Homestead (Pittsburgh),7,11,15
2021-09-01,North Shore (Pittsburgh),9,5,6
2021-09-01,Northview Heights (Pittsburgh),47,62,0
2021-09-01,O'Hara,115,95,291
2021-09-01,Oakmont,78,68,171
2021-09-01,Ohio,83,82,175
2021-09-01,Pennsbury Village,7,10,15
2021-09-01,Perry North (Pittsburgh),56,67,40
2021-09-01,Pitcairn,55,48,23
2021-08-01,Franklin Park,239,228,102
2021-08-01,Glen Hazel (Pittsburgh),16,6,5
2021-08-01,Harmar,60,37,29
2021-08-01,Hazelwood (Pittsburgh),87,84,15
2021-08-01,Highland Park (Pittsburgh),99,79,48
2021-08-01,Homewood South (Pittsburgh),71,45,5
2021-08-01,Indiana,130,102,46
2021-08-01,Leet,14,9,5
2021-08-01,Monroeville,564,498,165
2021-08-01,Moon,564,511,147
2021-08-01,Mount Lebanon,464,439,284
2021-08-01,Mount Washington (Pittsburgh),177,127,36
2021-08-01,North Fayette,309,255,51
2021-08-01,North Shore (Pittsburgh),4,4,1
2021-08-01,North Versailles,231,192,42
2021-08-01,Northview Heights (Pittsburgh),65,15,0
2021-08-01,O'Hara,164,140,131
2021-08-01,Oakdale,22,29,1
2021-08-01,Overbrook (Pittsburgh),77,66,16
2021-08-01,Perry North (Pittsburgh),89,65,14
2021-08-01,Perry South (Pittsburgh),89,60,16
2021-08-01,Pine,304,279,75
2021-08-01,Ridgemont (Pittsburgh),10,9,3
2021-08-01,Ross,567,502,196
2021-08-01,Scott,350,307,107
2021-08-01,Sewickley,61,66,26
2021-08-01,Spring Garden (Pittsburgh),16,8,2
2021-08-01,Springdale Borough,69,62,16
2021-08-01,Squirrel Hill North (Pittsburgh),260,58,137
2021-08-01,Squirrel Hill South (Pittsburgh),239,135,169
2021-08-01,Stanton Heights (Pittsburgh),69,77,29
2021-08-01,Stowe,117,106,12
2021-08-01,Strip District (Pittsburgh),36,38,12
2021-08-01,Swisshelm Park (Pittsburgh),15,13,11
2021-08-01,Swissvale,158,138,39
2021-08-01,Thornburg,10,11,4
2021-08-01,Turtle Creek,124,130,20
2021-08-01,Undefined (Pittsburgh),1,5,0
2021-08-01,Versailles,33,28,2
2021-08-01,West End (Pittsburgh),7,7,0
2021-08-01,West Oakland (Pittsburgh),31,33,0
2021-08-01,West View,165,136,30
2021-08-01,White Oak,129,125,24
2021-08-01,Wilkins,119,88,43
2021-09-01,Allegheny West (Pittsburgh),2,3,15
2021-09-01,Arlington Heights (Pittsburgh),5,8,1
2021-09-01,Aspinwall,34,28,65
2021-09-01,Avalon,53,94,69
2021-09-01,Baldwin Borough,239,339,288
2021-09-01,Bluff (Pittsburgh),21,20,9
2021-09-01,Bon Air (Pittsburgh),13,13,3
2021-09-01,California-Kirkbride (Pittsburgh),13,21,5
2021-09-01,Castle Shannon,100,134,104
2021-09-01,Chartiers City (Pittsburgh),7,8,6
2021-09-01,Cheswick,29,21,35
2021-09-01,Clairton,70,105,40
2021-09-01,Crafton,103,129,81
2021-09-01,Crafton Heights (Pittsburgh),64,101,38
2021-09-01,Dormont,82,130,108
2021-09-01,East Carnegie (Pittsburgh),4,9,5
2021-09-01,East Pittsburgh,33,25,4
2021-09-01,Elizabeth Borough,23,26,22
2021-09-01,Emsworth,56,64,30
2021-09-01,Franklin Park,125,179,296
2021-09-01,Harrison,145,176,202
2021-09-01,Hazelwood (Pittsburgh),58,66,36
2021-09-01,Highland Park (Pittsburgh),85,64,101
2021-09-01,Homewood South (Pittsburgh),44,47,12
2021-09-01,Indiana,100,94,126
2021-09-01,Larimer (Pittsburgh),24,36,8
2021-09-01,Leet,4,14,23
2021-09-01,Lincoln Place (Pittsburgh),43,34,37
2021-09-01,Millvale,40,48,20
2021-09-01,Moon,360,378,373
2021-09-01,Mount Oliver Borough,59,70,18
2021-09-01,Mount Washington (Pittsburgh),133,144,104
2021-09-01,North Fayette,208,252,149
2021-09-01,North Versailles,148,177,120
2021-09-01,Oakwood (Pittsburgh),11,25,12
2021-09-01,Overbrook (Pittsburgh),34,54,42
2021-09-01,Perry South (Pittsburgh),53,80,27
2021-09-01,Point Breeze North (Pittsburgh),21,25,28
2021-09-01,Polish Hill (Pittsburgh),4,14,9
2021-09-01,Port Vue,56,57,40
2021-09-01,Rankin,19,32,8
2021-09-01,Reserve,27,26,58
2021-09-01,Sewickley,38,43,82
2021-09-01,Shaler,313,401,479
2021-09-01,South Versailles,5,5,2
2021-09-01,Southside Flats (Pittsburgh),86,98,52
2021-09-01,Spring Garden (Pittsburgh),9,14,7
2021-09-01,Springdale Borough,45,57,38
2021-09-01,Springdale Township,23,26,43
2021-09-01,Stowe,106,109,46
2021-09-01,Swisshelm Park (Pittsburgh),14,10,11
2021-09-01,Tarentum,89,93,45
2021-09-01,Troy Hill (Pittsburgh),42,43,33
2021-09-01,Upper Hill (Pittsburgh),30,19,9
2021-09-01,Versailles,22,24,13
2021-09-01,Wall,10,9,5
2021-09-01,West Oakland (Pittsburgh),34,22,7
2021-09-01,West View,85,145,96
2021-09-01,Westwood (Pittsburgh),49,62,46
2021-09-01,White Oak,93,106,128
2021-09-01,Wilkins,81,97,114
2021-09-01,Windgap (Pittsburgh),20,19,20
2021-10-01,Allentown (Pittsburgh),35,31,103
2021-10-01,Bedford Dwellings (Pittsburgh),31,25,33
2021-10-01,Bloomfield (Pittsburgh),136,77,577
2021-10-01,Bridgeville,67,68,359
2021-10-01,Brookline (Pittsburgh),183,183,908
2021-10-01,Carnegie,135,90,475
2021-10-01,Collier,170,121,797
2021-10-01,Coraopolis,79,107,405
2021-10-01,Crawford-Roberts (Pittsburgh),34,42,112
2021-10-01,Duquesne,62,80,146
2021-10-01,East Pittsburgh,40,31,43
2021-10-01,Elizabeth Township,189,134,926
2021-10-01,Elliott (Pittsburgh),37,34,95
2021-10-01,Etna,47,54,179
2021-08-01,Braddock Hills,36,30,7
2021-08-01,Brentwood,226,186,26
2021-08-01,Brookline (Pittsburgh),268,247,70
2021-08-01,Carrick (Pittsburgh),228,212,34
2021-08-01,Collier,169,168,61
2021-08-01,Duquesne,117,96,8
2021-08-01,East Liberty (Pittsburgh),104,100,15
2021-08-01,East Mckeesport,46,44,8
2021-08-01,Elliott (Pittsburgh),69,42,7
2021-08-01,Findlay,125,104,25
2021-08-01,Forest Hills,116,77,45
2021-08-01,Frazer,23,19,3
2021-08-01,Glenfield,4,6,0
2021-08-01,Greenfield (Pittsburgh),137,108,42
2021-08-01,Heidelberg,25,25,10
2021-08-01,Homewood West (Pittsburgh),13,11,2
2021-08-01,Ingram,67,67,14
2021-08-01,Kennedy,165,158,35
2021-08-01,Kilbuck,11,20,1
2021-08-01,Knoxville (Pittsburgh),87,81,4
2021-08-01,Lincoln-Lemington-Belmar (Pittsburgh),97,66,11
2021-08-01,Lower Lawrenceville (Pittsburgh),41,32,7
2021-08-01,McCandless,501,429,191
2021-08-01,Mckees rocks,131,103,10
2021-08-01,Middle Hill (Pittsburgh),43,39,5
2021-08-01,Morningside (Pittsburgh),66,41,15
2021-08-01,Munhall,208,192,37
2021-08-01,Neville,23,28,3
2021-08-01,North Oakland (Pittsburgh),262,85,59
2021-08-01,Oakmont,116,94,51
2021-08-01,Richland,274,241,90
2021-08-01,Robinson,267,282,70
2021-08-01,Sewickley Heights,21,25,12
2021-08-01,Sewickley Hills,10,14,8
2021-08-01,South Oakland (Pittsburgh),92,47,12
2021-08-01,South Shore (Pittsburgh),5,6,0
2021-08-01,Southside Slopes (Pittsburgh),82,73,18
2021-08-01,Spring Hill-City View (Pittsburgh),43,33,12
2021-08-01,Summer Hill (Pittsburgh),22,19,6
2021-08-01,Terrace Village (Pittsburgh),56,37,1
2021-08-01,Undefined,44,31,6
2021-08-01,Upper Saint Clair,354,324,180
2021-08-01,West Elizabeth,19,8,1
2021-08-01,West Homestead,39,27,8
2021-08-01,Whitaker,24,19,2
2021-08-01,Wilmerding,45,36,13
2021-09-01,Baldwin Township,30,28,37
2021-09-01,Beechview (Pittsburgh),114,133,84
2021-09-01,Bell Acres,16,15,43
2021-09-01,Bellevue,146,163,80
2021-09-01,Bethel Park,346,442,618
2021-09-01,Blawnox,11,24,22
2021-09-01,Braddock Hills,24,30,16
2021-09-01,Carrick (Pittsburgh),195,215,81
2021-09-01,Central Northside (Pittsburgh),33,41,84
2021-09-01,Central Oakland (Pittsburgh),62,67,20
2021-09-01,Chalfant,5,17,9
2021-09-01,East Liberty (Pittsburgh),113,88,45
2021-09-01,Esplen (Pittsburgh),2,4,3
2021-09-01,Fawn,50,48,27
2021-09-01,Forest Hills,69,90,132
2021-09-01,Frazer,13,20,8
2021-09-01,Garfield (Pittsburgh),61,72,24
2021-09-01,Glassport,63,78,32
2021-09-01,Green Tree,58,72,114
2021-09-01,Greenfield (Pittsburgh),80,94,104
2021-09-01,Hays (Pittsburgh),6,16,2
2021-09-01,Homestead,58,45,20
2021-09-01,Homewood West (Pittsburgh),13,11,4
2021-09-01,Knoxville (Pittsburgh),87,69,15
2021-09-01,Liberty,25,37,34
2021-09-01,Lincoln-Lemington-Belmar (Pittsburgh),55,67,25
2021-09-01,Marshall-Shadeland (Pittsburgh),66,86,33
2021-09-01,Morningside (Pittsburgh),23,54,43
2021-09-01,Mt. Oliver (Pittsburgh),17,8,4
2021-09-01,Munhall,157,163,134
2021-09-01,North Braddock,68,66,32
2021-09-01,North Oakland (Pittsburgh),161,179,104
2021-09-01,Plum,359,436,383
2021-09-01,Point Breeze (Pittsburgh),65,30,182
2021-09-01,Richland,146,211,155
2021-09-01,Robinson,206,220,269
2021-09-01,Sewickley Heights,10,10,35
2021-09-01,Shadyside (Pittsburgh),284,218,295
2021-09-01,South Fayette,160,197,210
2021-09-01,South Oakland (Pittsburgh),69,89,18
2021-09-01,South Park,171,224,266
2021-09-01,Southside Slopes (Pittsburgh),41,54,38
2021-09-01,St. Clair (Pittsburgh),1,7,0
2021-09-01,Upper Saint Clair,206,266,496
2021-09-01,Verona,31,40,25
2021-09-01,Whitehall,178,242,278
2021-09-01,Wilkinsburg,220,202,108
2021-10-01,Aleppo,24,14,340
2021-10-01,Arlington (Pittsburgh),22,39,64
2021-10-01,Banksville (Pittsburgh),63,60,306
2021-10-01,Bethel Park,450,399,3199
2021-10-01,Blawnox,16,10,72
2021-10-01,Brackenridge,63,53,138
2021-10-01,Braddock,29,17,48
2021-10-01,Bradford Woods,18,13,91
2021-10-01,Brighton Heights (Pittsburgh),117,100,489
2021-10-01,Central Business District (Pittsburgh),128,63,272
2021-10-01,Central Lawrenceville (Pittsburgh),86,41,387
2021-10-01,Churchill,54,28,345
2021-10-01,Crescent,47,35,212
2021-10-01,Duquesne Heights (Pittsburgh),44,34,204
2021-10-01,East Allegheny (Pittsburgh),23,16,124
2021-10-01,East Deer,27,15,55
2021-10-01,Fairywood (Pittsburgh),9,24,27
2021-10-01,Fineview (Pittsburgh),27,11,46
2021-10-01,Forward,25,31,89
2021-10-01,Glen Hazel (Pittsburgh),17,7,17
2021-10-01,Glen Osborne,10,4,69
2021-10-01,Green Tree,72,59,471
2021-10-01,Hampton,265,160,1589
2021-10-01,Harmar,58,27,319
2021-10-01,Homewood North (Pittsburgh),30,55,71
2021-10-01,Marshall,81,120,458
2021-10-01,Marshall-Shadeland (Pittsburgh),59,49,148
2021-10-01,Findlay,89,86,451
2021-10-01,Fox Chapel,124,46,556
2021-10-01,Friendship (Pittsburgh),38,13,103
2021-10-01,Harrison,165,136,613
2021-10-01,Heidelberg,27,20,78
2021-10-01,Ingram,31,38,232
2021-10-01,Jefferson Hills,126,133,982
2021-10-01,Kennedy,143,103,798
2021-10-01,Kilbuck,8,9,70
2021-10-01,Leetsdale,10,12,72
2021-10-01,Lincoln,10,8,67
2021-10-01,Manchester (Pittsburgh),47,43,132
2021-10-01,Mckees rocks,69,85,184
2021-10-01,McKeesport,232,264,610
2021-10-01,Neville,22,20,79
2021-10-01,Oakmont,105,54,708
2021-10-01,Oakwood (Pittsburgh),27,12,111
2021-10-01,Ohio,94,78,589
2021-10-01,Pennsbury Village,13,9,49
2021-10-01,Regent Square (Pittsburgh),14,9,112
2021-10-01,Reserve,49,30,263
2021-10-01,Sewickley Hills,8,5,68
2021-10-01,Shaler,411,314,2448
2021-10-01,Sheraden (Pittsburgh),94,78,192
2021-10-01,South Shore (Pittsburgh),10,3,12
2021-10-01,Southside Flats (Pittsburgh),118,75,403
